Order_ID,Customer_name,Gender,Age,Meal,Residence_in_busy_location,Google_maps_accuracy,Cuisine,Item,Good_road_condition,Delivered_temperature,Location,Subscription,Subscription Cost,Mode,Quantity_size,Freshness,Food_quality,Customer Placed Order time,Order Accepted by Restaurant time,Driver at Restaurant Datetime,Delivered to Consumer Datetime,Wait Time in minutes,Meal Price,Order Quantity,delivery fee,Delivery fee,Total Price,Service Fee,Tax,Final Price,Number of Claims,Complain Resolved,Complaints Resolved,Number of Open Complaints,Amount of Refund for resolved complaint
72596,Mary Ritchie,Female,37,Lunch,No,Yes,Greek,Souvlaki,Yes,Hot,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-02-15 21:52:00,2023-02-15 21:56:12,2023-02-15 22:03:22,2023-02-15 22:15:14,23,15.83,3,1.99,,47.49,5.2239,6.88605,,2,6,1,1,18.12535
39829,Maria Bronk,Female,41,Dinner,No,Yes,Chinese,Jasmine Tea,Yes,Cold,Urban,Basic,50.9,Car,Large,High,Good,2023-02-14 23:02:37,2023-02-14 23:06:17,2023-02-14 23:14:35,2023-02-14 23:29:54,27,4.86,2,1.99,,9.72,1.0692000000000002,1.4094,,8,17,6,2,33.388200000000005
39834,Sandra Carovski,Female,43,Dinner,No,No,Mexican,Enchiladas,No,Room,Subarban,Monthly Premium,9.99,Car,Large,High,Good,2023-02-17 14:52:03,2023-02-17 14:55:53,2023-02-17 15:05:50,2023-02-17 15:20:58,28,8.93,2,0.0,,17.86,1.9646,2.5896999999999997,,14,7,13,1,132.92305
72604,John Smith,Male,20,Dinner,Yes,No,Italian,Gelato,Yes,Hot,Urban,Monthly Basic,4.99,Car,Medium,Low,Bad,2023-02-05 01:50:19,2023-02-05 01:53:13,2023-02-05 02:01:33,2023-02-05 02:12:19,22,2.51,2,1.99,,5.02,0.5521999999999999,0.7278999999999999,,17,4,11,6,31.61345
39840,Roger Powers,Male,49,Lunch,Yes,Yes,Italian,Prosecco,No,Cold,Subarban,Basic,50.9,Bike,Small,High,Good,2023-02-02 14:49:18,2023-02-02 14:51:49,2023-02-02 15:01:02,2023-02-02 15:11:28,22,16.06,3,1.99,,48.17999999999999,5.299799999999999,6.986099999999999,,6,1,5,1,91.9435
72625,Stephen Karns,Male,37,Lunch,No,No,Indian,Tandoori Chicken,Yes,Room,Urban,Premium,101.9,Bike,Small,High,Good,2023-02-02 04:54:20,2023-02-02 04:58:56,2023-02-02 05:08:53,2023-02-02 05:20:47,26,13.72,2,0.0,,27.44,3.0184,3.9788,,4,10,2,2,31.4188
72627,James Miller,Male,35,Lunch,No,No,Mexican,Tacos,No,Room,Urban,Premium,101.9,Car,Medium,High,Good,2023-03-11 11:39:56,2023-03-11 11:42:48,2023-03-11 11:51:16,2023-03-11 12:02:15,22,3.81,2,0.0,,7.62,0.8382000000000001,1.1049,,19,7,12,7,52.349399999999996
39869,Lucy Castanon,Female,30,Lunch,Yes,Yes,Indian,Palak Paneer,Yes,Room,Subarban,Monthly Basic,4.99,Bike,Small,High,Good,2023-03-09 02:03:28,2023-03-09 02:05:45,2023-03-09 02:13:42,2023-03-09 02:26:04,22,11.28,3,0.99,,33.839999999999996,3.7223999999999995,4.906799999999999,,4,2,2,2,25.8312
39871,Martha Walker,Female,13,Lunch,No,Yes,Greek,Ice-cream,No,Cold,Urban,Premium,101.9,Car,Large,High,Good,2023-03-17 04:35:21,2023-03-17 04:41:18,2023-03-17 04:49:47,2023-03-17 05:01:32,26,4.91,4,0.0,,19.64,2.1604,2.8478,,16,6,15,1,84.32925
39873,Victor Lecky,Male,40,Dinner,Yes,No,Chinese,Soy Milk,Yes,Cold,Urban,Free,0.0,Car,Small,High,Good,2023-03-11 01:58:50,2023-03-11 02:01:14,2023-03-11 02:11:51,2023-03-11 02:23:32,24,3.39,5,,3.99,16.95,1.8644999999999998,2.45775,25.26225,4,2,4,0,15.526200000000001
72642,Charles Schroeder,Male,26,Lunch,Yes,No,Italian,Limoncello,Yes,Cold,Urban,Free,0.0,Car,Small,High,Good,2023-03-28 17:37:58,2023-03-28 17:43:05,2023-03-28 17:52:43,2023-03-28 18:06:43,28,18.57,5,,4.99,92.85,10.2135,13.463249999999999,121.51674999999999,20,10,20,0,425.253
39875,Katrina Osborn,Female,37,Breakfast,Yes,Yes,Chinese,Noodles,No,Room,Subarban,Free,0.0,Bike,Medium,High,Good,2023-03-18 05:31:14,2023-03-18 05:35:33,2023-03-18 05:43:23,2023-03-18 05:58:00,26,9.93,1,,3.99,9.93,1.0923,1.4398499999999999,16.45215,1,11,1,0,11.36985
72646,Michael Maisey,Male,70,Dinner,Yes,Yes,Thai,Pad Thai,Yes,Hot,Urban,Free,0.0,Car,Medium,High,Good,2023-03-23 21:45:01,2023-03-23 21:48:44,2023-03-23 21:58:11,2023-03-23 22:10:10,25,11.41,3,,3.99,34.230000000000004,3.7653000000000003,4.96335,46.94865000000001,5,11,4,1,52.2578
39881,Thomas Gay,Male,45,Dinner,Yes,Yes,Italian,Limoncello,Yes,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-03-21 22:41:35,2023-03-21 22:44:34,2023-03-21 22:52:02,2023-03-21 23:06:56,25,22.03,4,0.0,,88.12,9.693200000000001,12.7774,,11,0,9,2,227.01915000000002
39882,Dave Washington,Male,58,Dinner,No,No,Mexican,Michelada,No,Hot,Urban,Monthly Premium,9.99,Car,Medium,Low,Bad,2023-03-25 19:47:52,2023-03-25 19:53:00,2023-03-25 20:01:41,2023-03-25 20:15:11,27,9.11,2,0.0,,18.22,2.0042,2.6418999999999997,,18,10,14,4,146.0333
72650,Chris Clark,Female,30,Lunch,Yes,Yes,Chinese,Bubble Tea,Yes,Cold,Urban,Free,0.0,Bike,Large,High,Good,2023-03-12 02:21:22,2023-03-12 02:25:47,2023-03-12 02:34:39,2023-03-12 02:50:09,28,4.2,4,,4.99,16.8,1.848,2.436,26.073999999999998,2,16,1,1,4.809
72652,Sadie Madril,Female,18,Dinner,No,Yes,Japanese,Tempura,Yes,Hot,Urban,Monthly Premium,9.99,Car,Large,High,Good,2023-03-01 00:54:12,2023-03-01 00:59:10,2023-03-01 01:07:28,2023-03-01 01:19:15,25,14.67,3,0.0,,44.01,4.8411,6.381449999999999,,18,12,18,0,302.3487
39887,Lucy Kinder,Female,21,Lunch,Yes,Yes,Chinese,Bubble Tea,Yes,Cold,Urban,Basic,50.9,Car,Large,High,Good,2023-03-19 04:45:02,2023-03-19 04:49:29,2023-03-19 04:58:20,2023-03-19 05:11:50,26,4.5,1,0.99,,4.5,0.495,0.6525,,17,12,16,1,82.44
39888,Vicki Clark,Female,47,Dinner,No,Yes,Japanese,Sake,Yes,Room,Subarban,Free,0.0,Car,Small,Low,Bad,2023-03-27 07:49:09,2023-03-27 07:52:23,2023-03-27 08:03:03,2023-03-27 08:14:20,25,12.91,5,,3.99,64.55,7.100499999999999,9.359749999999998,85.00024999999998,1,4,0,1,0.0
72658,Geraldine Tuttle,Female,54,Lunch,No,Yes,Chinese,Bubble Tea,Yes,Cold,Subarban,Monthly Premium,9.99,Bike,Medium,High,Good,2023-03-23 17:45:57,2023-03-23 17:49:10,2023-03-23 17:56:27,2023-03-23 18:06:33,20,4.71,4,0.0,,18.84,2.0724,2.7318,,18,2,14,4,75.5013
39892,Ruth Clemmer,Female,15,Lunch,Yes,No,Chinese,Noodles,No,Hot,Urban,Basic,50.9,Car,Large,High,Good,2023-03-21 20:52:56,2023-03-21 20:56:38,2023-03-21 21:04:10,2023-03-21 21:15:25,22,8.05,1,0.99,,8.05,0.8855000000000001,1.1672500000000001,,20,20,19,1,175.12775000000002
39902,Debra Pulcher,Female,40,Lunch,Yes,Yes,Greek,Moussaka,Yes,Cold,Urban,Basic,50.9,Car,Medium,Low,Bad,2023-03-30 20:34:49,2023-03-30 20:39:18,2023-03-30 20:47:00,2023-03-30 20:57:35,22,14.91,1,2.99,,14.91,1.6401000000000001,2.16195,,9,2,7,2,119.50365000000001
72676,Maria Villegas,Female,13,Breakfast,No,Yes,Chinese,Jasmine Tea,No,Cold,Urban,Monthly Basic,4.99,Car,Large,High,Good,2023-03-18 21:58:22,2023-03-18 22:03:29,2023-03-18 22:10:38,2023-03-18 22:21:49,23,3.07,5,2.99,,15.35,1.6885,2.2257499999999997,,6,1,5,1,17.57575
39911,Robert Halvorson,Male,41,Dinner,No,No,Thai,Thai Iced Tea,Yes,Hot,Subarban,Monthly Premium,9.99,Car,Medium,Low,Bad,2023-03-12 04:03:47,2023-03-12 04:07:25,2023-03-12 04:17:34,2023-03-12 04:33:28,29,3.89,5,0.0,,19.45,2.1395,2.8202499999999997,,11,12,9,2,40.08645
72679,Timothy Vaughn,Male,32,Breakfast,Yes,No,Japanese,Matcha Tea,Yes,Cold,Urban,Basic,50.9,Bike,Small,High,Good,2023-03-02 09:49:50,2023-03-02 09:55:27,2023-03-02 10:06:02,2023-03-02 10:17:45,27,4.15,1,1.99,,4.15,0.4565,0.60175,,20,20,20,0,95.035
39919,Alex Whitsitt,Male,38,Breakfast,Yes,Yes,Italian,Limoncello,Yes,Room,Urban,Free,0.0,Car,Large,Low,Bad,2023-03-25 19:22:38,2023-03-25 19:26:45,2023-03-25 19:36:58,2023-03-25 19:52:23,29,13.83,3,,4.99,41.49,4.5639,6.01605,57.05995,14,7,12,2,190.0242
72695,Helen Chou,Female,58,Lunch,Yes,Yes,Chinese,Kung Pao Chicken,Yes,Hot,Subarban,Free,0.0,Car,Medium,High,Good,2023-03-15 05:37:32,2023-03-15 05:39:57,2023-03-15 05:50:14,2023-03-15 06:03:03,25,17.7,1,,3.99,17.7,1.9469999999999998,2.5664999999999996,26.2035,15,0,13,2,263.4645
72697,Amy Goodwin,Female,13,Dinner,Yes,No,Thai,Hot Soup,No,Hot,Urban,Premium,101.9,Car,Small,High,Good,2023-03-03 21:05:56,2023-03-03 21:08:48,2023-03-03 21:16:19,2023-03-03 21:32:04,26,6.67,5,0.0,,33.35,3.6685000000000003,4.83575,,12,11,10,2,76.3715
72700,Robert Jenkins,Male,29,Dinner,Yes,Yes,Greek,Moussaka,No,Room,Subarban,Basic,50.9,Bike,Medium,High,Good,2023-03-13 00:57:44,2023-03-13 01:00:23,2023-03-13 01:09:00,2023-03-13 01:20:57,23,17.1,2,2.99,,34.2,3.7620000000000005,4.959,,9,5,9,0,176.21550000000002
39934,Amy Hood,Female,43,Dinner,Yes,Yes,Italian,Pizza,Yes,Room,Urban,Premium,101.9,Car,Medium,High,Good,2023-03-01 16:01:55,2023-03-01 16:06:40,2023-03-01 16:13:48,2023-03-01 16:23:54,21,21.79,5,0.0,,108.94999999999999,11.984499999999999,15.797749999999997,,6,14,6,0,149.6973
39935,Amanda Thomas,Female,36,Dinner,Yes,Yes,Italian,Limoncello,Yes,Room,Subarban,Basic,50.9,Bike,Small,Low,Bad,2023-03-30 20:05:01,2023-03-30 20:09:47,2023-03-30 20:18:44,2023-03-30 20:31:35,26,15.46,5,1.99,,77.30000000000001,8.503000000000002,11.2085,,8,3,7,1,123.9119
72710,Troy Vandenbosch,Male,33,Dinner,No,Yes,Chinese,Peking Duck,Yes,Cold,Urban,Monthly Basic,4.99,Car,Small,Low,Bad,2023-03-17 13:34:54,2023-03-17 13:37:20,2023-03-17 13:44:21,2023-03-17 13:57:44,22,25.11,4,1.99,,100.44,11.048399999999999,14.563799999999999,,18,4,17,1,488.76615
39946,Meredith Kohler,Female,26,Lunch,Yes,Yes,Indian,Palak Paneer,No,Room,Subarban,Free,0.0,Car,Small,High,Good,2023-03-28 19:46:09,2023-03-28 19:51:22,2023-03-28 19:59:29,2023-03-28 20:12:27,26,10.39,4,,5.99,41.56,4.5716,6.0262,58.14780000000001,2,11,2,0,23.793100000000003
72721,Frederick Johnson,Male,41,Dinner,No,Yes,Chinese,Bubble Tea,No,Hot,Urban,Monthly Basic,4.99,Bike,Small,Low,Bad,2023-03-28 19:40:59,2023-03-28 19:44:35,2023-03-28 19:53:11,2023-03-28 20:07:24,26,3.66,1,1.99,,3.66,0.4026,0.5307,,15,12,12,3,50.2884
39953,Melissa Wellman,Female,34,Dinner,Yes,No,Chinese,Bubble Tea,No,Hot,Subarban,Basic,50.9,Bike,Small,Low,Bad,2023-03-23 07:25:48,2023-03-23 07:28:37,2023-03-23 07:38:17,2023-03-23 07:50:07,24,4.12,5,0.99,,20.6,2.266,2.987,,18,2,15,3,70.76100000000001
72723,Bobby Oritz,Male,40,Lunch,Yes,Yes,Greek,Souvlaki,Yes,Hot,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-03-23 06:49:30,2023-03-23 06:53:05,2023-03-23 07:01:49,2023-03-23 07:15:01,25,12.53,4,2.99,,50.12,5.513199999999999,7.267399999999999,,19,0,18,1,258.2433
39956,Esther Herbert,Female,25,Lunch,No,Yes,Thai,Green Curry,Yes,Room,Urban,Free,0.0,Car,Medium,High,Good,2023-03-08 02:10:04,2023-03-08 02:12:34,2023-03-08 02:20:06,2023-03-08 02:33:24,23,12.13,4,,4.99,48.52,5.3372,7.0354,65.88260000000001,1,8,1,0,13.888850000000001
72725,Debra Schaible,Female,26,Dinner,No,No,Indian,Tandoori Chicken,No,Hot,Urban,Basic,50.9,Bike,Small,High,Good,2023-03-08 17:39:26,2023-03-08 17:41:34,2023-03-08 17:50:41,2023-03-08 18:01:14,21,16.92,4,2.99,,67.68,7.444800000000001,9.813600000000001,,13,9,10,3,193.734
39958,John Ashley,Male,50,Lunch,Yes,Yes,Italian,Pasta,Yes,Hot,Urban,Premium,101.9,Car,Medium,High,Good,2023-03-15 13:26:27,2023-03-15 13:30:37,2023-03-15 13:41:18,2023-03-15 13:57:00,30,14.23,2,0.0,,28.46,3.1306000000000003,4.1267,,8,10,6,2,97.7601
39955,Michael Whisby,Male,30,Breakfast,Yes,No,Italian,Prosecco,Yes,Room,Urban,Basic,50.9,Car,Small,Low,Bad,2023-03-16 09:04:04,2023-03-16 09:08:02,2023-03-16 09:15:55,2023-03-16 09:31:51,27,22.24,5,0.99,,111.19999999999999,12.232,16.124,,12,11,12,0,305.57759999999996
72729,Jeremy Prescott,Male,18,Dinner,Yes,No,Italian,Pizza,Yes,Hot,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-03-08 13:19:59,2023-03-08 13:25:31,2023-03-08 13:35:02,2023-03-08 13:45:36,25,29.85,5,1.99,,149.25,16.4175,21.64125,,14,10,12,2,410.13900000000007
39962,John Carson,Male,34,Dinner,Yes,No,Japanese,Cake,Yes,Cold,Urban,Free,0.0,Car,Small,High,Good,2023-03-07 23:34:28,2023-03-07 23:36:54,2023-03-07 23:44:35,2023-03-07 23:56:22,21,5.99,4,,3.99,23.96,2.6356,3.4741999999999997,34.0598,10,6,6,4,41.1513
72736,George Coleman,Male,29,Lunch,Yes,No,Chinese,Dumpling,Yes,Room,Rural,Monthly Premium,9.99,Car,Large,High,Good,2023-03-12 05:01:52,2023-03-12 05:06:27,2023-03-12 05:17:20,2023-03-12 05:32:33,30,9.34,3,0.0,,28.02,3.0822,4.0629,,7,1,7,0,74.86009999999999
39975,Patricia Mahoney,Female,20,Lunch,Yes,Yes,Chinese,Noodles,Yes,Hot,Subarban,Free,0.0,Bike,Medium,High,Good,2023-03-05 10:45:33,2023-03-05 10:51:13,2023-03-05 10:59:43,2023-03-05 11:12:12,26,11.17,2,,4.99,22.34,2.4574,3.2392999999999996,33.0267,11,16,7,4,89.52754999999999
72744,Delores Goodson,Female,19,Lunch,No,No,Chinese,Jasmine Tea,Yes,Cold,Rural,Free,0.0,Car,Small,High,Good,2023-03-09 04:56:32,2023-03-09 04:59:08,2023-03-09 05:08:21,2023-03-09 05:22:36,26,4.77,1,,4.99,4.77,0.5246999999999999,0.6916499999999999,10.97635,13,7,8,5,43.6932
72752,Emma Rivera,Female,37,Dinner,Yes,No,Chinese,Noodles,No,Room,Urban,Free,0.0,Car,Small,High,Good,2023-03-18 05:31:57,2023-03-18 05:35:37,2023-03-18 05:43:28,2023-03-18 05:58:39,26,8.46,2,,3.99,16.92,1.8612000000000002,2.4534000000000002,25.224600000000002,6,15,6,0,58.120200000000004
72764,William Gibson,Male,32,Breakfast,No,Yes,Italian,Pasta,Yes,Room,Rural,Free,0.0,Car,Large,High,Good,2023-03-03 23:10:57,2023-03-03 23:15:05,2023-03-03 23:24:21,2023-03-03 23:40:09,29,22.11,3,,5.99,66.33,7.2963,9.617849999999999,89.23415,11,8,10,1,253.15949999999998
39998,Richard Hazelton,Male,58,Breakfast,No,Yes,Chinese,Noodles,No,Hot,Urban,Basic,50.9,Car,Medium,High,Good,2023-03-05 09:41:49,2023-03-05 09:44:19,2023-03-05 09:53:48,2023-03-05 10:07:30,25,8.15,5,1.99,,40.75,4.4825,5.9087499999999995,,12,11,10,2,93.3175
40001,Evelyn Hunter,Female,52,Dinner,Yes,Yes,Greek,Mythos Beer,No,Room,Urban,Monthly Premium,9.99,Car,Medium,Low,Bad,2023-03-15 01:27:26,2023-03-15 01:30:56,2023-03-15 01:38:46,2023-03-15 01:52:12,24,4.89,1,0.0,,4.89,0.5378999999999999,0.70905,,1,2,0,1,0.0
72773,Mary Swinney,Female,27,Breakfast,Yes,Yes,Chinese,Hot pot,No,Room,Urban,Free,0.0,Bike,Large,High,Good,2023-03-21 04:28:45,2023-03-21 04:32:21,2023-03-21 04:39:50,2023-03-21 04:51:12,22,25.78,4,,4.99,103.12,11.343200000000001,14.952399999999999,134.40560000000002,3,13,2,1,59.0362
40006,Eric Fournier,Male,13,Dinner,Yes,No,Thai,Coconut Water,Yes,Cold,Rural,Monthly Basic,4.99,Bike,Medium,High,Good,2023-03-19 08:35:09,2023-03-19 08:37:30,2023-03-19 08:46:29,2023-03-19 08:57:50,22,2.68,3,2.99,,8.040000000000001,0.8844000000000001,1.1658,,13,12,12,1,36.8232
72781,Michelle Ott,Female,35,Lunch,Yes,Yes,Chinese,Jasmine Tea,Yes,Hot,Urban,Basic,50.9,Car,Large,Low,Bad,2023-03-02 11:20:16,2023-03-02 11:24:07,2023-03-02 11:31:14,2023-03-02 11:43:26,23,3.58,5,2.99,,17.9,1.9689999999999999,2.5954999999999995,,9,6,7,2,28.693700000000003
40017,Wayne Ward,Male,30,Lunch,Yes,Yes,Greek,Moussaka,Yes,Room,Rural,Free,0.0,Car,Large,High,Good,2023-03-30 06:20:26,2023-03-30 06:22:48,2023-03-30 06:30:34,2023-03-30 06:44:51,24,11.41,4,,3.99,45.64,5.0204,6.6178,61.26820000000001,11,8,11,0,143.70895000000002
40023,Kevin Campbell,Male,19,Lunch,Yes,Yes,Italian,Gelato,Yes,Room,Urban,Monthly Basic,4.99,Bike,Large,Low,Bad,2023-03-09 18:19:35,2023-03-09 18:22:54,2023-03-09 18:33:17,2023-03-09 18:44:33,24,1.03,2,1.99,,2.06,0.2266,0.29869999999999997,,7,6,6,1,7.076099999999999
40032,Henry Shannon,Male,17,Dinner,Yes,Yes,Greek,Mythos Beer,Yes,Cold,Subarban,Monthly Basic,4.99,Bike,Medium,High,Good,2023-03-30 20:47:24,2023-03-30 20:53:07,2023-03-30 21:03:36,2023-03-30 21:15:05,27,5.57,5,2.99,,27.85,3.0635000000000003,4.03825,,19,2,16,3,102.0424
72800,Andre Cohrs,Male,49,Lunch,Yes,Yes,Italian,Tiramisu,Yes,Room,Subarban,Premium,101.9,Bike,Large,Low,Bad,2023-03-03 03:33:24,2023-03-03 03:38:45,2023-03-03 03:48:05,2023-03-03 04:00:44,27,15.81,1,0.0,,15.81,1.7391,2.29245,,16,3,10,6,181.0245
72805,Anthony Vanhoose,Male,38,Lunch,No,No,Thai,Coconut Water,No,Hot,Subarban,Monthly Basic,4.99,Bike,Large,Low,Bad,2023-03-31 18:03:18,2023-03-31 18:07:19,2023-03-31 18:16:13,2023-03-31 18:31:01,27,2.35,5,1.99,,11.75,1.2925,1.7037499999999999,,13,2,11,2,29.59825
40042,Becky Washington,Female,33,Lunch,Yes,Yes,Chinese,Soy Milk,Yes,Room,Urban,Basic,50.9,Car,Medium,Low,Bad,2023-03-25 14:27:04,2023-03-25 14:30:29,2023-03-25 14:41:01,2023-03-25 14:56:28,29,2.33,2,0.99,,4.66,0.5126000000000001,0.6757,,11,12,9,2,24.01065
40044,Erin Dean,Female,13,Lunch,Yes,No,Thai,Pad Thai,Yes,Cold,Rural,Free,0.0,Bike,Large,Low,Bad,2023-03-22 12:47:13,2023-03-22 12:51:28,2023-03-22 13:01:30,2023-03-22 13:12:48,25,8.29,2,,3.99,16.58,1.8237999999999999,2.4040999999999997,24.7979,17,2,12,5,113.90459999999999
72813,John Dowdy,Male,21,Dinner,Yes,Yes,Italian,Tiramisu,Yes,Cold,Subarban,Free,0.0,Bike,Large,High,Good,2023-03-21 08:09:32,2023-03-21 08:12:16,2023-03-21 08:21:35,2023-03-21 08:32:41,23,8.23,2,,3.99,16.46,1.8106000000000002,2.3867,24.6473,14,8,14,0,131.9269
40057,Marie Egger,Female,31,Dinner,Yes,Yes,Thai,Pad Thai,No,Cold,Urban,Monthly Basic,4.99,Car,Small,Low,Bad,2023-03-30 21:30:08,2023-03-30 21:33:06,2023-03-30 21:41:30,2023-03-30 21:53:37,23,13.05,2,2.99,,26.1,2.871,3.7845,,15,3,15,0,224.13375
40060,Marion Davis,Female,55,Lunch,No,Yes,Chinese,Soy Milk,Yes,Cold,Urban,Free,0.0,Car,Small,High,Good,2023-03-25 16:31:02,2023-03-25 16:33:33,2023-03-25 16:42:28,2023-03-25 16:54:41,23,3.66,5,,5.99,18.3,2.013,2.6534999999999997,28.956500000000005,1,5,1,0,4.1907
72828,Jerome Carroll,Male,24,Breakfast,No,Yes,Thai,Green Curry,No,Hot,Subarban,Basic,50.9,Bike,Large,High,Good,2023-03-21 02:35:11,2023-03-21 02:40:33,2023-03-21 02:51:17,2023-03-21 03:02:29,27,10.14,4,0.99,,40.56,4.461600000000001,5.8812,,15,12,12,3,139.3236
40071,Dustin Bates,Male,60,Lunch,No,Yes,Indian,Masala Chai,Yes,Hot,Urban,Premium,101.9,Car,Medium,High,Good,2023-03-28 00:12:16,2023-03-28 00:18:06,2023-03-28 00:28:13,2023-03-28 00:42:50,30,2.09,2,0.0,,4.18,0.4598,0.6061,,6,13,6,0,14.3583
40076,Dana Dagan,Female,30,Dinner,Yes,No,Italian,Pasta,Yes,Room,Subarban,Basic,50.9,Car,Large,High,Good,2023-03-11 19:28:55,2023-03-11 19:32:46,2023-03-11 19:40:14,2023-03-11 19:53:18,24,8.01,5,0.99,,40.05,4.4055,5.807249999999999,,11,12,9,2,82.54305000000001
72852,Norma Jones,Female,29,Breakfast,Yes,No,Japanese,Ramune Soda,No,Hot,Subarban,Basic,50.9,Bike,Large,Low,Bad,2023-03-19 20:13:11,2023-03-19 20:18:01,2023-03-19 20:27:28,2023-03-19 20:39:53,26,3.73,4,1.99,,14.92,1.6412,2.1633999999999998,,12,15,11,1,46.979350000000004
72853,Bruce Johnston,Male,40,Dinner,No,Yes,Italian,Limoncello,No,Cold,Subarban,Premium,101.9,Bike,Medium,High,Good,2023-03-30 21:33:22,2023-03-30 21:35:27,2023-03-30 21:43:50,2023-03-30 21:55:32,22,17.91,4,0.0,,71.64,7.8804,10.387799999999999,,19,15,19,0,389.63205000000005
72855,Patricia Parra,Female,24,Lunch,Yes,No,Thai,Thai Iced Tea,No,Cold,Urban,Premium,101.9,Car,Small,High,Good,2023-03-11 04:36:24,2023-03-11 04:41:46,2023-03-11 04:50:17,2023-03-11 05:03:29,27,4.7,1,0.0,,4.7,0.517,0.6815,,3,10,3,0,16.1445
72856,Jeanette Early,Female,30,Breakfast,No,No,Japanese,Ramune Soda,Yes,Room,Urban,Basic,50.9,Car,Medium,Low,Bad,2023-03-31 00:13:43,2023-03-31 00:18:20,2023-03-31 00:28:30,2023-03-31 00:40:37,26,2.06,1,2.99,,2.06,0.2266,0.29869999999999997,,12,6,12,0,28.304399999999998
40087,Donna Jablonski,Female,14,Dinner,Yes,No,Italian,Pizza,Yes,Hot,Urban,Basic,50.9,Bike,Medium,High,Good,2023-03-24 18:03:28,2023-03-24 18:08:26,2023-03-24 18:19:10,2023-03-24 18:31:26,27,10.88,1,1.99,,10.88,1.1968,1.5776000000000001,,11,1,7,4,87.20320000000001
72859,Rebecca Perdue,Female,53,Dinner,No,Yes,Chinese,Jasmine Tea,No,Cold,Urban,Basic,50.9,Car,Small,High,Good,2023-03-21 22:26:17,2023-03-21 22:30:47,2023-03-21 22:40:18,2023-03-21 22:55:31,29,3.94,5,0.99,,19.7,2.167,2.8564999999999996,,14,11,9,5,40.6017
40093,John Johnson,Male,36,Dinner,Yes,No,Mexican,Margerita,Yes,Hot,Urban,Monthly Basic,4.99,Bike,Large,Low,Bad,2023-03-19 13:11:55,2023-03-19 13:16:33,2023-03-19 13:26:05,2023-03-19 13:39:14,27,7.62,3,0.99,,22.86,2.5146,3.3146999999999998,,14,10,10,4,87.249
72865,Vincent Hidalgo,Male,31,Dinner,No,No,Thai,Green Curry,Yes,Hot,Urban,Basic,50.9,Car,Small,High,Good,2023-03-13 22:37:30,2023-03-13 22:39:57,2023-03-13 22:50:01,2023-03-13 23:02:20,24,8.36,2,2.99,,16.72,1.8392,2.4244,,8,10,7,1,67.0054
72867,Linda Goan,Female,29,Breakfast,Yes,No,Italian,Prosecco,Yes,Room,Urban,Monthly Basic,4.99,Car,Medium,Low,Bad,2023-03-27 19:50:08,2023-03-27 19:53:25,2023-03-27 20:03:57,2023-03-27 20:18:17,28,12.23,4,2.99,,48.92,5.381200000000001,7.0934,,16,10,11,5,154.03685000000002
40101,Jennifer Higbee,Female,37,Lunch,Yes,Yes,Italian,Lasagna,Yes,Cold,Urban,Basic,50.9,Car,Medium,Low,Bad,2023-03-03 22:18:58,2023-03-03 22:24:18,2023-03-03 22:33:12,2023-03-03 22:48:22,29,16.5,5,1.99,,82.5,9.075,11.962499999999999,,2,5,2,0,37.785
40105,Loretta Field,Female,24,Breakfast,No,No,Greek,Ice-cream,Yes,Cold,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-03-14 17:06:42,2023-03-14 17:08:57,2023-03-14 17:17:59,2023-03-14 17:30:16,23,4.2,5,2.99,,21.0,2.31,3.045,,2,8,1,1,4.809
40107,Nicole Rudolph,Female,27,Breakfast,No,No,Greek,Greek Coffee,Yes,Hot,Subarban,Basic,50.9,Bike,Small,Low,Bad,2023-03-19 05:51:52,2023-03-19 05:55:51,2023-03-19 06:04:36,2023-03-19 06:19:07,27,2.83,4,1.99,,11.32,1.2452,1.6414,,16,9,11,5,35.64385
40110,Bill Wyland,Male,37,Lunch,Yes,Yes,Thai,Coconut Water,No,Room,Urban,Free,0.0,Bike,Small,Low,Bad,2023-03-14 15:15:48,2023-03-14 15:21:03,2023-03-14 15:29:05,2023-03-14 15:42:31,26,3.87,2,,5.99,7.74,0.8514,1.1222999999999999,15.7037,5,4,4,1,17.7246
72880,Lisa Loomis,Female,58,Lunch,No,No,Indian,Lassi,No,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-03-05 10:49:59,2023-03-05 10:53:41,2023-03-05 11:01:42,2023-03-05 11:16:01,26,4.93,1,0.0,,4.93,0.5423,0.7148499999999999,,11,6,9,2,50.80365
40113,Erika Lund,Female,29,Lunch,No,No,Greek,Souvlaki,Yes,Hot,Urban,Free,0.0,Car,Small,High,Good,2023-03-11 16:47:50,2023-03-11 16:52:23,2023-03-11 17:02:06,2023-03-11 17:16:02,28,9.7,5,,3.99,48.5,5.335,7.0325,64.8575,5,19,3,2,33.3195
